,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,STATUS,LATITUDE,LONGITUDE,TRAUMA
1066,VIBRA HOSPITAL OF DENVER,8451 PEARL ST,THORNTON,CO,80229,(303) 288-3000,GENERAL ACUTE CARE,OPEN,39.85016211,-104.9799113,NOT AVAILABLE
1067,VIBRA REHABILITATION HOSPITAL OF DENVER,"8451 PEARL ST, SUITE 101",THORNTON,CO,80229,(303) 301-8700,REHABILITATION,OPEN,39.8502597,-104.9804143,NOT AVAILABLE
1068,WEISBROD MEMORIAL COUNTY HOSPITAL,1208 LUTHER ST,EADS,CO,81036,(719) 438-5401,GENERAL ACUTE CARE,OPEN,38.4803197300001,-102.78486743,NOT AVAILABLE
1069,"WEST SPRINGS HOSPITAL, INC",515 28 3/4 RD,GRAND JUNCTION,CO,81501,(970) 683-7072,PSYCHIATRIC,OPEN,39.07926073,-108.52038175,NOT AVAILABLE
1070,WRAY COMMUNITY DISTRICT HOSPITAL,1017 W 7TH ST,WRAY,CO,80758,(970) 332-4811,CRITICAL ACCESS,OPEN,40.07620337,-102.23499661,LEVEL IV
1071,YUMA DISTRICT HOSPITAL,1000 W 8TH AVE,YUMA,CO,80759,(970) 848-5405,GENERAL ACUTE CARE,OPEN,40.12025952,-102.73671118,LEVEL IV
1072,CONNECTICUT CHILDREN'S MEDICAL CENTER,282 WASHINGTON ST,HARTFORD,CT,6106,(860) 545-9000,CHILDREN,OPEN,41.75366781,-72.6818001,LEVEL I PEDIATRIC
1073,HOSPITAL FOR SPECIAL CARE,2150 CORBIN AVE,NEW BRITAIN,CT,6053,(860) 223-2761,CHRONIC DISEASE,OPEN,41.6891819200001,-72.80199357,NOT AVAILABLE
1074,"MOUNT SINAI REHABILITATION HOSPITAL, INC",490 BLUE HILLS AVE,HARTFORD,CT,6112,(860) 714-3500,CHRONIC DISEASE,OPEN,41.80002111,-72.69393602,NOT AVAILABLE
1075,GAYLORD HOSPITAL,50 GAYLORD FARM RD,WALLINGFORD,CT,6492,(203) 284-2800,CHRONIC DISEASE,OPEN,41.4728847800001,-72.85676125,NOT AVAILABLE
1076,MANCHESTER MEMORIAL HOSPITAL,71 HAYNES ST,MANCHESTER,CT,6040,(860) 647-4780,GENERAL ACUTE CARE,OPEN,41.7815081700001,-72.5256751599999,NOT AVAILABLE
1077,SHARON HOSPITAL,50 HOSPITAL HILL RD,SHARON,CT,6069,(860) 364-4228,GENERAL ACUTE CARE,OPEN,41.88054263,-73.48173833,NOT AVAILABLE
1078,LAWRENCE MEMORIAL HOSPITAL,365 MONTAUK AVE,NEW LONDON,CT,6320,(860) 442-0711,GENERAL ACUTE CARE,OPEN,41.3364517800001,-72.10497646,NOT AVAILABLE
1079,BRIDGEPORT HOSPITAL,267 GRANT ST,BRIDGEPORT,CT,6610,(203) 384-3000,GENERAL ACUTE CARE,OPEN,41.1893773800001,-73.16659472,LEVEL III
1080,"SAINT MARY'S HOSPITAL, INC",56 FRANKLIN ST,WATERBURY,CT,6706,(203) 574-6000,GENERAL ACUTE CARE,OPEN,41.55320586,-73.03671049,LEVEL III
1081,THE WILLIAM W. BACKUS HOSPITAL,326 WASHINGTON ST,NORWICH,CT,6360,(860) 889-8331,GENERAL ACUTE CARE,OPEN,41.5427735600001,-72.08931881,LEVEL III
1082,DAY KIMBALL HOSPITAL,320 POMFRET ST,PUTNAM,CT,6260,(860) 928-6541,GENERAL ACUTE CARE,OPEN,41.90665998,-71.9144552,NOT AVAILABLE
1083,THE CHARLOTTE HUNGERFORD HOSPITAL,540 LITCHFIELD ST,TORRINGTON,CT,6790,(860) 496-6666,GENERAL ACUTE CARE,OPEN,41.7918383000001,-73.1331193199999,NOT AVAILABLE
1084,THE HOSPITAL OF CENTRAL CONNECTICUT,100 GRAND ST,NEW BRITAIN,CT,6052,(860) 224-5011,GENERAL ACUTE CARE,OPEN,41.6610486700001,-72.7877483999999,NOT AVAILABLE
1085,"BRISTOL HOSPITAL, INC",41 BREWSTER RD,BRISTOL,CT,6010,(860) 585-3000,GENERAL ACUTE CARE,OPEN,41.67634286,-72.93551293,NOT AVAILABLE
1086,JOHN DEMPSEY HOSPITAL OF THE UNIVERSITY OF CONNECTICUT HEALTH CENTER,263 FARMINGTON AVE,FARMINGTON,CT,6032,(860) 679-1145,GENERAL ACUTE CARE,OPEN,41.73076488,-72.79058452,NOT AVAILABLE
1087,THE STAMFORD HOSPITAL,"1 HOSPITAL PLAZA, PO BOX 9317",STAMFORD,CT,6904,(203) 276-1000,GENERAL ACUTE CARE,OPEN,41.0550166900001,-73.55312508,LEVEL III
1088,MIDSTATE MEDICAL CENTER,435 LEWIS AVE,MERIDEN,CT,6451,(203) 694-8200,GENERAL ACUTE CARE,OPEN,41.5493917700001,-72.80122911,NOT AVAILABLE
1089,THE WATERBURY HOSPITAL,64 ROBBINS ST,WATERBURY,CT,6708,(203) 573-6000,GENERAL ACUTE CARE,OPEN,41.55975885,-73.0587052,LEVEL III
1090,MIDDLESEX HOSPITAL,28 CRESCENT ST,MIDDLETOWN,CT,6457,(860) 344-6000,GENERAL ACUTE CARE,OPEN,41.5543372600001,-72.6475693799999,NOT AVAILABLE
1091,GRIFFIN HOSPITAL,130 DIVISION ST,DERBY,CT,6418,(203) 732-7500,GENERAL ACUTE CARE,OPEN,41.3356130000001,-73.0892051399999,NOT AVAILABLE
1092,THE DANBURY HOSPITAL,24 HOSPITAL AVE,DANBURY,CT,6810,(203) 797-7000,GENERAL ACUTE CARE,OPEN,41.4050509,-73.4461948599999,LEVEL III
1093,NORWALK HOSPITAL,24 STEVENS STREET,NORWALK,CT,6856,(203) 852-2000,GENERAL ACUTE CARE,OPEN,41.11153017,-73.42194562,LEVEL III
1094,"WINDHAM COMMUNITY MEMORIAL HOSPITAL, INC",112 MANSFIELD AVE,WILLIMANTIC,CT,6226,(860) 456-9116,GENERAL ACUTE CARE,OPEN,41.7173006400001,-72.2263752599999,NOT AVAILABLE
1095,"YALE NEW HAVEN HOSPITAL, INC",20 YORK ST,NEW HAVEN,CT,6510,(203) 688-4242,GENERAL ACUTE CARE,OPEN,41.30469134,-72.9354136599999,LEVEL I
1096,HARTFORD HOSPITAL,200 RETREAT AVENUE,HARTFORD,CT,6106,(860) 545-7000,PSYCHIATRIC,OPEN,41.749671,-72.6821331,NOT AVAILABLE
1097,"THE CONNECTICUT HOSPICE, INC",100 DOUBLE BEACH RD,BRANFORD,CT,6405,(203) 315-7301,GENERAL ACUTE CARE,OPEN,41.2558933700001,-72.83233261,NOT AVAILABLE
1098,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,114 WOODLAND STREET AND 500 BLUE HILLS AVENUE,HARTFORD,CT,6105,(860) 714-4000,GENERAL ACUTE CARE,OPEN,41.77381387,-72.69868009,LEVEL I
1099,GREENWICH HOSPITAL,5 PERRYRIDGE RD,GREENWICH,CT,6830,(203) 863-3000,GENERAL ACUTE CARE,OPEN,41.03382609,-73.63029318,NOT AVAILABLE
1100,JOHNSON MEMORIAL HOSPITAL,201 CHESTNUT HILL RD,STAFFORD SPRINGS,CT,6076,(860) 684-4251,GENERAL ACUTE CARE,OPEN,41.9801016800001,-72.39088638,NOT AVAILABLE
1101,ROCKVILLE GENERAL HOSPITAL,31 UNION ST,VERNON ROCKVILLE,CT,6066,(860) 872-5160,GENERAL ACUTE CARE,OPEN,41.86660055,-72.4512112899999,NOT AVAILABLE
1102,ST. VINCENT'S MEDICAL CENTER,2800 MAIN ST,BRIDGEPORT,CT,6606,(203) 576-5551,GENERAL ACUTE CARE,OPEN,41.2010451800001,-73.20170224,LEVEL III
1103,"NATCHAUG HOSPITAL, INC",189 STORRS RD,MANSFIELD CENTER,CT,6250,(860) 456-1311,PSYCHIATRIC,OPEN,41.7411039200001,-72.1980114799999,NOT AVAILABLE
1104,"SILVER HILL HOSPITAL, INC",208 VALLEY RD,NEW CANAAN,CT,6840,(203) 966-3561,PSYCHIATRIC,OPEN,41.1654062900001,-73.46992282,NOT AVAILABLE
1105,MASONICARE HEALTH CENTER,"22 MASONIC AVE, BLDG STURGES",WALLINGFORD,CT,6492,(203) 679-5900,CHRONIC DISEASE,OPEN,41.4627059200001,-72.8362394,NOT AVAILABLE
1106,WHITING FORENSIC HOSPITAL,70 OBRIEN DR,MIDDLETOWN,CT,6457,(860) 262-5400,PSYCHIATRIC,OPEN,41.55204,-72.6258903999999,NOT AVAILABLE
1107,HEBREW SENIOR CARE,1 ABRAHMS BLVD,WEST HARTFORD,CT,6117,(860) 218-2300,PSYCHIATRIC,OPEN,41.80292552,-72.72927157,NOT AVAILABLE
1108,CONNECTICUT CHILDBIRTH AND WOMEN'S CENTER,94 LOCUST AVE,DANBURY,CT,6810,(203) 748-6000,WOMEN,OPEN,41.4043950000001,-73.4471809999999,NOT AVAILABLE
1109,BAYHEALTH HOSPITAL KENT CAMPUS,640 SOUTH STATE ST,DOVER,DE,19901,(302) 674-4700,GENERAL ACUTE CARE,OPEN,39.1507908,-75.52369592,LEVEL III
1110,BAYHEALTH HOSPITAL SUSSEX CAMPUS,100 WELLNESS WAY,MILFORD,DE,19963,(302) 422-3311,GENERAL ACUTE CARE,OPEN,38.8869,-75.391695,LEVEL III
1111,BEEBE MEDICAL CENTER,424 SAVANNAH RD,LEWES,DE,19958,(302) 645-3300,GENERAL ACUTE CARE,OPEN,38.7717604700001,-75.1432676699999,LEVEL III
1112,CHRISTIANA CARE HEALTH SERVICES - CHRISTIANA HOSPITAL,"4755 OGLETOWN-STANTON RD, PO BOX 6001",NEWARK,DE,19718,(302) 733-1000,GENERAL ACUTE CARE,OPEN,39.6874860400001,-75.66912143,LEVEL I
1113,CHRISTIANA CARE HEALTH SERVICES - WILMINGTON HOSPITAL,"501 WEST 14TH ST, PO BOX 1668",WILMINGTON,DE,19899,(302) 320-2229,GENERAL ACUTE CARE,OPEN,39.7514639,-75.5496618,LEVEL III
1114,DELAWARE PSYCHIATRIC CENTER,1901 NORTH DUPONT HWY,NEW CASTLE,DE,19720,(302) 255-2700,PSYCHIATRIC,OPEN,39.70064567,-75.57631556,NOT AVAILABLE
1115,DOVER BEHAVIORAL HEALTH SYSTEM,725 HORSEPOND RD,DOVER,DE,19901,(302) 741-0140,PSYCHIATRIC,OPEN,39.15367085,-75.4842601399999,NOT AVAILABLE
1116,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIDDLETOWN,250 EAST HAMPDEN RD,MIDDLETOWN,DE,19709,(484) 889-9815,REHABILITATION,OPEN,39.4534342100001,-75.67752226,NOT AVAILABLE
1117,MEADOWWOOD BEHAVIORAL HEALTH SYSTEM,575 SOUTH DUPONT HWY,NEW CASTLE,DE,19720,(302) 328-3330,PSYCHIATRIC,OPEN,39.63972812,-75.62934354,NOT AVAILABLE
1118,NEMOURS CHILDREN'S HOSPITAL DELAWARE,1600 ROCKLAND RD,WILMINGTON,DE,19803,(302) 651-4000,CHILDREN,OPEN,39.7793809200001,-75.55532113,LEVEL I PEDIATRIC
1119,PAM REHAB HOSPITAL OF DOVER,1240 MCKEE RD,DOVER,DE,19904,(302) 672-5800,REHABILITATION,OPEN,39.1773838,-75.5555085999999,NOT AVAILABLE
1120,ROCKFORD CENTER,100 ROCKFORD DR,NEWARK,DE,19713,(302) 996-5480,PSYCHIATRIC,OPEN,39.6952703000001,-75.6610423399999,NOT AVAILABLE
1121,SELECT SPECIALTY HOSPITAL OF WILMINGTON,"701 N CLAYTON ST, FIFTH FLOOR",WILMINGTON,DE,19805,(302) 421-4545,LONG TERM CARE,OPEN,39.7500297400001,-75.56674041,NOT AVAILABLE
1122,ST FRANCIS HEALTHCARE,701 N CLAYTON ST,WILMINGTON,DE,19805,(302) 421-4100,GENERAL ACUTE CARE,OPEN,39.7498689400001,-75.5668735099999,LEVEL III
1123,SUN BEHAVIORAL DELAWARE LLC,21655 BIDEN AVE,GEORGETOWN,DE,19947,(302) 604-5600,REHABILITATION,OPEN,38.6990883,-75.4074171,NOT AVAILABLE
1124,14TH MEDICAL GROUP,"201 INDEPENDENCE DRIVE, SUITE 101",COLUMBUS,MS,39710,(662) 434-2273,MILITARY,OPEN,33.6257558,-88.4535777999999,NOT AVAILABLE
1125,15TH MEDICAL GROUP,755 SCOTT CIRCLE,HICKAM AFB,HI,96853,(888) 683-2778,MILITARY,OPEN,21.3394511400001,-157.95852789,NOT AVAILABLE
1126,19TH MEDICAL GROUP,1090 ARNOLD DRIVE,LITTLE ROCK AFB,AR,72099,(501) 987-1285,MILITARY,OPEN,34.8956635600001,-92.14981865,NOT AVAILABLE
1127,1ST SPECIAL OPERATIONS MEDICAL GROUP - HURLBURT FIELD,113 LIELMANIS AVE,HURLBURT FIELD,FL,32544,(850) 881-1020,MILITARY,OPEN,30.4194026000001,-86.6810169999999,NOT AVAILABLE
1128,20TH MEDICAL GROUP,431 MEADOWLARK STREET,SHAW AFB,SC,29152,(803) 895-2273,MILITARY,OPEN,33.9708044000001,-80.4889838999999,NOT AVAILABLE
1129,22D MEDICAL GROUP,"57950 LEAVENWORTH STREET, BUILDING 250",MCCONNELL AFB,KS,67221,(316) 759-6300,MILITARY,OPEN,37.6324176000001,-97.24611967,NOT AVAILABLE
1130,23D MEDICAL GROUP,3278 MITCHELL BOULEVARD,MOODY AIR FORCE BASE,GA,31699,(229) 257-2778,MILITARY,OPEN,30.9765612200001,-83.2072927199999,NOT AVAILABLE
1131,27TH SPECIAL OPERATIONS MEDICAL GROUP - CANNON AIR FORCE BASE MEDICAL FACILITY,208 WEST DL INGRAM AVE,CANNON AFB,NM,88103,(575) 784-2778,MILITARY,OPEN,34.4019124800001,-103.32853292,NOT AVAILABLE
1132,28TH MEDICAL GROUP,2900 DOOLITTLE DRIVE,ELLSWORTH AFB,SD,57706,(605) 385-6700,MILITARY,OPEN,44.1473989,-103.0726056,NOT AVAILABLE
1133,2ND MEDICAL GROUP,"243 CURTISS ROAD, SUITE 100",BARKSDALE AFB,LA,71110,(318) 456-6555,MILITARY,OPEN,32.4914255,-93.6805103,NOT AVAILABLE
1134,30TH ADJUTANT GENERAL RECEPTION BATTALION - TMC 4,7950 MARTIN LOOP,FORT BENNING,GA,31905,(706) 544-9493,MILITARY,OPEN,33.42351282,-82.15805095,NOT AVAILABLE
1135,30TH MEDICAL GROUP,"338 SOUTH DAKOTA, BUILDING 13850",VANDENBERG AFB,CA,93437,(805) 606-2273,MILITARY,OPEN,34.74461769,-120.54161146,NOT AVAILABLE
1136,316TH MEDICAL SQUADRON,238 BROOKLEY AVENUE,JOINT BASE ANACOSTIA-BOLLING,DC,20032,(888) 999-1212,MILITARY,OPEN,38.83614664,-77.01418597,NOT AVAILABLE
1137,319TH MEDICAL GROUP - GRAND FORKS AFB MEDICAL FACILITY,1599 J STREET,GRAND FORKS AFB,ND,58205,(701) 747-5601,MILITARY,OPEN,47.95062491,-97.37394655,NOT AVAILABLE
1138,325TH MEDICAL GROUP,340 MAGNOLIA CIRCLE,TYNDALL AFB,FL,32403,NOT AVAILABLE,MILITARY,OPEN,30.071384,-85.6028464,NOT AVAILABLE
1139,341ST MEDICAL GROUP,7300 N PERIMETER RD,MALMSTROM AFB,MT,59402,(406) 731-4633,MILITARY,OPEN,47.5165614000001,-111.1955012,NOT AVAILABLE
1140,354TH MEDICAL GROUP,2630 CENTRAL AVENUE,EIELSON AFB,AK,99702,(907) 377-1847,MILITARY,OPEN,64.67840671,-147.09262453,NOT AVAILABLE
1141,355TH MEDICAL GROUP,4175 SOUTH ALAMO AVENUE,DAVIS-MONTHAN AFB,AZ,85707,(520) 228-2778,MILITARY,OPEN,32.17326043,-110.85980967,NOT AVAILABLE
1142,366TH MEDICAL GROUP - MT. HOME AFB MEDICAL FACILITY,"90 HOPE DRIVE, BUILDING 6000",MOUNTAIN HOME AFB,ID,83648,(208) 828-7900,MILITARY,OPEN,43.065168,-115.850283,NOT AVAILABLE
1143,377TH MEDICAL GROUP - KIRTLAND AIR FORCE BASE MEDICAL FACILITY,"1501 SAN PEDRO SE, BUILDING 47",ALBUQUERQUE,NM,87108,(505) 846-3200,MILITARY,OPEN,35.05404937,-106.58148568,NOT AVAILABLE
1144,412TH MEDICAL GROUP,"30 NIGHTINGALE ROAD, BUILDING 5525",EDWARDS AFB,CA,93524,(661) 277-7118,MILITARY,OPEN,34.9241734,-117.89816679,NOT AVAILABLE
1145,42ND MEDICAL GROUP,"300 SOUTH TWINING STREET, BUILDING 760",MAXWELL AFB,AL,36112,(334) 953-3368,MILITARY,OPEN,32.3758145,-86.3460928,NOT AVAILABLE
1146,436TH MEDICAL GROUP,300 TUSKEGEE BLVD,DOVER AIR FORCE BASE,DE,19902,(302) 730-4633,MILITARY,OPEN,39.1220950000001,-75.4754583,NOT AVAILABLE
1147,45TH MEDICAL GROUP,1381 S PATRICK DRIVE,PATRICK AFB,FL,32925,(321) 494-8241,MILITARY,OPEN,28.2143606700001,-80.60448955,NOT AVAILABLE
1148,460TH MEDICAL GROUP - NORTH,"275 S ASPEN STOP 89, BUILDING 600, MDG NORTH",BUCKLEY AFB,CO,80011,(720) 847-9355,MILITARY,OPEN,39.7115551000001,-104.77309604,NOT AVAILABLE
1149,460TH MEDICAL GROUP - SOUTH,"18230 E SILVERCREEK ST, BUILDING 392, MDG SOUTH",BUCKLEY AFB,CO,80011,(720) 847-9355,MILITARY,OPEN,39.7081618600001,-104.77549733,NOT AVAILABLE
1150,49TH MEDICAL GROUP - HOLLOMAN AIR FORCE BASE MEDICAL FACILITY,"280 FIRST STREET, NUMBER 15",HOLLOMAN AFB,NM,88330,(575) 572-2778,MILITARY,OPEN,32.8388557500001,-106.073297,NOT AVAILABLE
1151,509TH MEDICAL GROUP,331 SIJAN AVENUE,WHITMAN AFB,MO,65305,(660) 687-2188,MILITARY,OPEN,38.7282561000001,-93.5723712,NOT AVAILABLE
1152,56TH MEDICAL GROUP,"7219 NORTH LITCHFIELD ROAD, BUILDING 1130",LUKE AFB,AZ,85309,(623) 856-2273,MILITARY,OPEN,33.5412922,-112.3572473,NOT AVAILABLE
1153,59TH MEDICAL WING - WILFORD HALL AMBULATORY SURGICAL CENTER,"2200 BERGQUIST DRIVE, SUITE 1",LACKLAND AFB,TX,78236,(210) 292-7412,MILITARY,OPEN,29.39956048,-98.62219938,NOT AVAILABLE
1154,5TH MEDICAL GROUP - MINOT AFB MEDICAL FACILITY,194 MISSILE AVENUE,MINOT AFB,ND,58705,(701) 723-5633,MILITARY,OPEN,48.4172037000001,-101.3021616,NOT AVAILABLE
1155,60TH MEDICAL GROUP - DAVID GRANT USAF MEDICAL CENTER,"101 BODIN CIRCLE, BUILDING 777",TRAVIS AFB,CA,94535,(707) 423-3000,MILITARY,OPEN,38.2700215,-121.9637813,NOT AVAILABLE
1156,61ST MEDICAL SQUADRON,"483 NORTH AVIATION BOULEVARD, BUILDING 210",EL SEGUNDO,CA,90245,(310) 653-2873,MILITARY,OPEN,33.9190368000001,-118.3811649,NOT AVAILABLE
1157,628TH MEDICAL GROUP,204 WEST HILL BOULEVARD,JOINT BASE CHARLESTON,SC,29404,(843) 963-6880,MILITARY,OPEN,32.8970776,-80.0582946,NOT AVAILABLE
1158,62ND MEDICAL SQUADRON,690 BARNES BLVD,MCCHORD AFB,WA,98438,(253) 982-5688,MILITARY,OPEN,47.1296484540001,-122.496288569,NOT AVAILABLE
1159,633D MEDICAL GROUP - LANGLEY AFB FACILITY,77 NEALY AVE,HAMPTON,VA,23665,(757) 225-7630,MILITARY,OPEN,37.0735426800001,-76.35761381,NOT AVAILABLE
1160,"66TH MEDICAL SQUADRON, HANSCOM AIR FORCE BASE","90 VANDENBERG DR, BUILDING 1900",HANSCOM AFB,MA,1731,(781) 225-6789,MILITARY,OPEN,42.4578802,-71.282688,NOT AVAILABLE
1161,673RD MEDICAL GROUP,5955 ZEAMER AVENUE,JOINT BASE ELMENDORF - RICHARDSON,AK,99506,(907) 580-6400,MILITARY,OPEN,61.23509597,-149.74466706,NOT AVAILABLE
1162,6TH MEDICAL GROUP,3250 ZEMKE AVE,MACDILL AFB,FL,33621,(813) 828-2273,MILITARY,OPEN,27.8600535,-82.5007394,NOT AVAILABLE
1163,75TH MEDICAL GROUP - HILL AFB MEDICAL FACILITY,"7321 BALMER STREET, BUILDING 570",HILL AFB,UT,84056,(801) 586-2273,MILITARY,OPEN,41.1056993500001,-111.98453756,NOT AVAILABLE
1164,78TH MEDICAL GROUP,"655 7TH STREET, BUILDING 700, TRICARE OPERATIONS",ROBINS AIR FORCE BASE,GA,31098,(478) 327-7850,MILITARY,OPEN,32.60402708,-83.5855701099999,NOT AVAILABLE
1165,81ST MEDICAL GROUP,301 FISHER STREET,KEESLER AFB,MS,39534,(228) 376-2550,MILITARY,OPEN,30.4124274100001,-88.91008169,NOT AVAILABLE
1166,87TH MEDICAL GROUP - MCGUIRE AMBULATORY CARE FACILITY,3458 NEELY ROAD,JB MDL,NJ,8641,(866) 377-2778,MILITARY,OPEN,40.03179885,-74.6157832599999,NOT AVAILABLE
1167,88TH MEDICAL GROUP - WRIGHT - PATTERSON AIR FORCE BASE MEDICAL CENTER,4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,(937) 522-2778,MILITARY,OPEN,39.80534785,-84.03740713,NOT AVAILABLE
1168,90TH MEDICAL GROUP,6900 ALDEN DRIVE,F.E. WARREN AFB,WY,82005,(307) 773-3461,MILITARY,OPEN,41.1588527000001,-104.861211,NOT AVAILABLE
1169,92ND MEDICAL GROUP,"701 HOSPITAL LOOP, BUILDING 9000",FAIRCHILD AFB,WA,99011,(509) 247-2361,MILITARY,OPEN,47.6394160400001,-117.64527527,NOT AVAILABLE
1170,96TH MEDICAL GROUP,"307 BOATNER ROAD, SUITE 114",EGLIN AFB,FL,32542,(850) 883-8600,MILITARY,OPEN,30.4608398600001,-86.5552326499999,NOT AVAILABLE
1171,99TH MEDICAL GROUP - MIKE O'CALLAGHAN MILITARY MEDICAL CENTER,"4700 NORTH LAS VEGAS BLVD, BUILDING 1300",NELLIS AFB,NV,89191,(702) 653-2273,MILITARY,OPEN,36.24602701,-115.04928189,NOT AVAILABLE
1172,9TH MEDICAL GROUP,15301 WARREN SHINGLE ROAD,BEALE AFB,CA,95903,(530) 634-2941,MILITARY,OPEN,39.11515208,-121.34158828,NOT AVAILABLE
1173,ALLEN SOLDER - CENTERED MEDICAL HOME,9040A JACKSON AVENUE,TACOMA,WA,98431,(253) 968-1110,MILITARY,OPEN,47.10837883,-122.55160462,NOT AVAILABLE
1174,ARNOLD AFB,225 VON KARMAN ROAD,ARNOLD AFB,TN,37389,(931) 454-5351,MILITARY,OPEN,35.3839551200001,-86.03722685,NOT AVAILABLE
1175,BAMC PEDIATRICS,3551 ROGER BROOKE DR,FORT SAM HOUSTON,TX,78234,NOT AVAILABLE,MILITARY,OPEN,29.4603228600001,-98.4159233,NOT AVAILABLE
1176,BASSETT ARMY COMMUNITY HOSPITAL,4076 NEELY ROAD,FT. WAINWRIGHT,AK,99703,(800) 478-5172,MILITARY,OPEN,64.8297002400001,-147.66222916,NOT AVAILABLE
1177,BAYNE JONES ARMY COMMUNITY HOSPITAL,"1585 3RD STREET, BUILDING 285",FORT POLK,LA,71459,(337) 531-3118,MILITARY,OPEN,31.0624557,-93.2138014,NOT AVAILABLE
1178,BHC DAM NECK ANNEX,"1885 TERRIER AVE, BUILDING 504, SUITE 201 AND SUITE 203",VIRGINIA BEACH,VA,23461,(757) 953-9850,MILITARY,OPEN,36.7746353000001,-75.9605789,NOT AVAILABLE
1179,BLANCHFIELD ARMY COMMUNITY HOSPITAL,650 JOEL DRIVE,FORT CAMPBELL,KY,42223,(270) 798-8400,MILITARY,OPEN,36.6366409,-87.4474845,NOT AVAILABLE
1180,BROOKE ARMY MEDICAL CENTER,"3551 ROGER BROOKE DRIVE, BUILDING 3600",FORT SAM HOUSTON,TX,78234,(210) 916-4141,MILITARY,OPEN,29.4600959800001,-98.41559126,LEVEL I
1181,BYRD ARMY MEDICAL HOME,7973 THUNDER BLVD,FORT CAMPBELL,KY,42223,(270) 461-1212,MILITARY,OPEN,36.60436851,-87.45199952,NOT AVAILABLE
1182,CAMPBELL AIRFIELD MEDICAL HOME,7149 BLACK SHEEP RUN,FORT CAMPBELL,KY,42223,(270) 798-4677,MILITARY,OPEN,36.668554,-87.4850418999999,NOT AVAILABLE
1183,CAPTAIN JAMES A. LOVELL FEDERAL HEALTH CARE CENTER,3001 GREEN BAY ROAD,NORTH CHICAGO,IL,60064,(847) 688-1900,MILITARY,OPEN,42.3070482300001,-87.86051071,NOT AVAILABLE
1184,CARL R. DARNALL ARMY MEDICAL CENTER,36065 SANTA FE AVENUE,FORT HOOD,TX,76544,(254) 288-8000,MILITARY,OPEN,31.1309055300001,-97.7742904,LEVEL III
1185,COAST GUARD ACADEMY,15 MOHEGAN AVENUE,NEW LONDON,CT,6320,(860) 444-8402,MILITARY,OPEN,41.3752134000001,-72.1004210999999,NOT AVAILABLE
1186,COAST GUARD BASE LOS ANGELES - LONG BEACH,"1001 S SEASIDE AVE, BUILDING 23",SAN PEDRO,CA,90731,(310) 521-6050,MILITARY,OPEN,33.7247670200001,-118.26841019,NOT AVAILABLE
1187,COAST GUARD SECTOR COLUMBIA RIVER,2185 SE 12TH PLACE,WARRENTON,OR,97146,(503) 861-6240,MILITARY,OPEN,46.1540113,-123.8824535,NOT AVAILABLE
1188,CONNER ARMY MEDICAL HOME,"10205 N RIVA RIDGE LOOP, SUITE P10506",FORT DRUM,NY,13602,(315) 772-2778,MILITARY,OPEN,44.0553640000001,-75.7920599,NOT AVAILABLE
1189,COPPERAS COVE MEDICAL HOME,458 TOWN SQUARE,COPPERAS COVE,TX,76522,(254) 553-5801,MILITARY,OPEN,31.11522662,-97.90744841,NOT AVAILABLE
1190,DUMFRIES HEALTH CENTER,3700 FETTLER PARK DRIVE,DUMFRIES,VA,22025,(703) 441-7500,MILITARY,OPEN,37.0536278600001,-76.3957111399999,NOT AVAILABLE
1191,DWIGHT D. EISENHOWER ARMY MEDICAL CENTER,300 EAST HOSPITAL ROAD,FORT GORDON,GA,30905,(706) 787-5811,MILITARY,OPEN,33.4303328500001,-82.12589716,NOT AVAILABLE
1192,EVANS ARMY COMMUNITY HOSPITAL,"1650 COCHRANE CIRCLE, BUILDING 7500",COLORADO SPRINGS,CO,80913,(719) 526-7000,MILITARY,OPEN,38.71911428,-104.79706889,NOT AVAILABLE
1193,FAIRFAX HEALTH CENTER,4375 FAIR LAKES COURT,FAIRFAX,VA,22033,(571) 432-2600,MILITARY,OPEN,38.8620530000001,-77.3764952,NOT AVAILABLE
1194,FORT BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,(571) 231-3224,MILITARY,OPEN,38.7056025200001,-77.14368028,NOT AVAILABLE
1195,FORT RILEY PUBLIC HEALTH DEPARTMENT,650 HUEBNER ROAD,FORT RILEY,KS,66442,(785) 239-7000,MILITARY,OPEN,39.0830322,-96.7683039,NOT AVAILABLE
1196,FORT RILEY PUBLIC HEALTH DEPARTMENT,7665 NORMANDY DR,FORT RILEY,KS,66442,(785) 239-7323,MILITARY,OPEN,39.1122537000001,-96.8151293,NOT AVAILABLE
1197,FOX ARMY HEALTH CENTER,4100 GOSS RD,REDSTONE ARSENAL,AL,35809,(256) 955-8888,MILITARY,OPEN,34.6962142,-86.66023089,NOT AVAILABLE
1198,FT. GREELY ARMY MEDICAL HOME,655 EAST 5TH STREET,FT. GREELY,AK,99731,(907) 873-4975,MILITARY,OPEN,63.9716633400001,-145.7134337,NOT AVAILABLE
